VenteID;DateVente;ClientID;ProduitID;Quantite
V03001;2023-06-03;C008;P009;3
V03002;2024-12-25;C003;P006;1
V03003;2023-03-21;C008;P006;1
V03004;2022-08-19;C007;P008;4
V03005;2023-07-31;C007;P002;4
V03006;2024-09-21;C010;P008;2
V03007;2024-11-12;C009;P005;3
V03008;2022-08-18;C004;P010;4
V03009;2022-07-04;C005;P001;4
V03010;2024-08-22;C006;P006;2
V03011;2024-07-03;C002;P009;5
V03012;2022-11-11;C006;P005;1
V03013;2024-04-12;C001;P010;2
V03014;2023-07-23;C003;P007;2
V03015;2024-12-14;C006;P009;1
V03016;2022-07-17;C003;P009;3
V03017;2022-11-26;C009;P002;2
V03018;2024-11-18;C006;P005;1
V03019;2023-02-12;C005;P005;2
V03020;2022-08-16;C007;P010;1
V03021;2022-02-10;C002;P010;5
V03022;2022-04-27;C004;P001;2
V03023;2023-03-26;C001;P009;5
V03024;2024-06-03;C009;P001;2
V03025;2024-05-14;C008;P004;2
V03026;2024-04-19;C004;P006;1
V03027;2022-02-12;C001;P009;1
V03028;2022-12-11;C009;P007;1
V03029;2022-01-05;C010;P003;1
V03030;2022-05-08;C008;P005;5
V03031;2022-01-12;C003;P001;3
V03032;2023-12-14;C001;P006;1
V03033;2023-02-07;C008;P008;4
V03034;2022-11-27;C004;P005;3
V03035;2023-11-21;C009;P005;3
V03036;2023-02-01;C003;P006;5
V03037;2024-03-22;C008;P001;5
V03038;2023-01-22;C008;P010;3
V03039;2022-07-17;C008;P010;3
V03040;2022-01-08;C008;P010;5
V03041;2023-10-21;C002;P009;4
V03042;2022-04-06;C002;P007;3
V03043;2023-10-31;C009;P004;3
V03044;2023-01-03;C005;P003;2
V03045;2023-07-08;C003;P005;3
V03046;2023-05-16;C006;P006;3
V03047;2024-12-20;C003;P004;2
V03048;2023-04-27;C008;P006;5
V03049;2022-01-04;C009;P003;4
V03050;2023-12-29;C007;P008;1
V03051;2022-11-28;C004;P010;3
V03052;2024-05-05;C001;P002;1
V03053;2022-12-17;C010;P002;3
V03054;2022-05-08;C001;P002;2
V03055;2022-05-03;C001;P002;4
V03056;2024-07-12;C008;P001;5
V03057;2024-03-26;C002;P009;4
V03058;2024-12-29;C003;P006;3
V03059;2024-06-04;C002;P002;3
V03060;2022-12-02;C001;P009;4
V03061;2024-07-25;C003;P005;5
V03062;2024-06-12;C005;P007;2
V03063;2023-05-15;C003;P007;3
V03064;2023-04-11;C004;P009;1
V03065;2022-12-30;C005;P010;4
V03066;2023-02-28;C005;P009;5
V03067;2024-10-24;C008;P006;5
V03068;2024-02-29;C004;P010;2
V03069;2023-02-22;C001;P004;5
V03070;2023-03-16;C006;P003;4
V03071;2024-09-17;C008;P002;1
V03072;2024-04-14;C008;P004;2
V03073;2022-06-20;C008;P006;3
V03074;2024-11-01;C002;P010;3
V03075;2023-11-20;C010;P007;4
V03076;2022-08-22;C007;P002;4
V03077;2024-04-04;C002;P009;5
V03078;2022-12-29;C010;P004;4
V03079;2024-03-25;C010;P001;2
V03080;2024-07-20;C008;P008;2
V03081;2022-08-03;C002;P004;5
V03082;2023-05-23;C007;P005;5
V03083;2024-06-07;C006;P009;3
V03084;2023-09-17;C010;P001;5
V03085;2022-08-11;C007;P001;4
V03086;2022-01-02;C006;P003;3
V03087;2022-06-02;C007;P003;1
V03088;2023-01-24;C007;P007;4
V03089;2022-11-14;C008;P005;5
V03090;2024-11-01;C007;P003;2
V03091;2022-11-18;C005;P006;3
V03092;2023-02-16;C001;P010;4
V03093;2023-04-08;C010;P008;1
V03094;2022-11-09;C010;P003;1
V03095;2022-07-23;C007;P001;5
V03096;2024-11-06;C009;P006;5
V03097;2023-04-04;C004;P006;5
V03098;2023-12-17;C004;P005;1
V03099;2023-01-18;C005;P009;4
V03100;2024-08-02;C005;P003;2
V03101;2022-05-10;C001;P010;3
V03102;2024-12-18;C001;P009;4
V03103;2024-09-03;C010;P008;5
V03104;2023-10-29;C006;P009;3
V03105;2022-02-10;C003;P002;4
V03106;2024-04-11;C003;P010;4
V03107;2024-09-14;C005;P003;2
V03108;2024-10-06;C003;P002;5
V03109;2024-02-29;C007;P005;2
V03110;2022-07-14;C006;P008;4
V03111;2022-03-30;C004;P005;5
V03112;2024-05-15;C008;P010;3
V03113;2024-01-29;C010;P009;2
V03114;2022-12-09;C004;P005;4
V03115;2022-01-13;C003;P008;5
V03116;2024-12-06;C003;P005;3
V03117;2022-07-25;C002;P007;1
V03118;2023-06-30;C010;P001;4
V03119;2023-05-22;C002;P005;5
V03120;2022-06-03;C005;P003;4
V03121;2022-09-18;C004;P010;2
V03122;2024-08-14;C010;P004;4
V03123;2024-06-29;C001;P008;4
V03124;2024-04-19;C008;P002;5
V03125;2022-08-28;C001;P008;5
V03126;2024-08-01;C006;P009;1
V03127;2024-10-27;C005;P005;1
V03128;2022-08-15;C008;P008;1
V03129;2023-12-23;C004;P003;2
V03130;2024-05-08;C007;P002;4
V03131;2024-12-28;C001;P005;1
V03132;2023-05-21;C002;P007;5
V03133;2023-09-05;C006;P002;1
V03134;2023-12-18;C008;P008;5
V03135;2024-10-15;C010;P003;3
V03136;2022-12-31;C002;P008;2
V03137;2022-02-04;C002;P006;1
V03138;2022-11-05;C006;P009;2
V03139;2024-03-11;C001;P001;5
V03140;2024-02-11;C002;P005;4
V03141;2024-01-25;C001;P006;2
V03142;2024-03-28;C002;P003;1
V03143;2024-12-29;C007;P010;2
V03144;2024-02-27;C003;P003;1
V03145;2022-12-16;C007;P007;3
V03146;2023-12-26;C001;P008;1
V03147;2022-07-12;C001;P007;5
V03148;2022-10-11;C009;P010;1
V03149;2023-10-25;C001;P009;3
V03150;2024-07-06;C003;P009;3
V03151;2023-02-23;C007;P010;4
V03152;2023-09-23;C006;P008;2
V03153;2024-11-04;C009;P010;3
V03154;2022-11-29;C010;P009;3
V03155;2023-12-05;C004;P009;4
V03156;2023-10-30;C005;P008;2
V03157;2023-04-03;C008;P008;2
V03158;2023-07-13;C006;P006;1
V03159;2024-06-10;C010;P005;1
V03160;2022-01-19;C008;P005;4
V03161;2024-06-29;C009;P006;3
V03162;2023-09-03;C004;P009;4
V03163;2022-10-07;C004;P005;4
V03164;2022-02-16;C006;P008;2
V03165;2024-06-30;C005;P005;2
V03166;2023-07-04;C009;P002;5
V03167;2024-08-31;C009;P004;2
V03168;2022-10-20;C004;P005;3
V03169;2024-04-23;C006;P001;1
V03170;2024-05-16;C008;P002;5
V03171;2023-09-16;C002;P010;2
V03172;2022-05-09;C010;P003;3
V03173;2024-06-15;C003;P010;2
V03174;2024-03-22;C002;P004;2
V03175;2024-09-19;C005;P007;4
V03176;2022-02-14;C010;P001;2
V03177;2022-01-08;C007;P006;3
V03178;2024-07-25;C008;P010;2
V03179;2023-09-21;C010;P007;5
V03180;2024-10-16;C002;P003;1
V03181;2023-06-07;C005;P008;3
V03182;2023-12-22;C007;P006;1
V03183;2023-08-06;C004;P002;2
V03184;2024-04-10;C009;P010;1
V03185;2023-07-19;C007;P004;4
V03186;2022-06-04;C007;P005;3
V03187;2024-11-08;C005;P007;3
V03188;2023-02-01;C004;P004;5
V03189;2024-10-29;C003;P009;5
V03190;2023-09-12;C001;P010;3
V03191;2022-08-19;C004;P001;1
V03192;2024-04-21;C002;P002;3
V03193;2024-08-04;C008;P003;2
V03194;2023-05-12;C003;P005;1
V03195;2023-08-15;C007;P009;2
V03196;2024-07-27;C007;P005;3
V03197;2024-11-28;C006;P005;5
V03198;2023-12-05;C003;P008;3
V03199;2023-02-27;C009;P010;2
V03200;2024-03-27;C003;P004;3
V03201;2024-12-28;C005;P007;1
V03202;2022-08-07;C007;P006;4
V03203;2024-02-19;C009;P007;3
V03204;2023-08-23;C006;P002;3
V03205;2024-12-29;C005;P002;1
V03206;2022-02-27;C010;P006;5
V03207;2023-06-28;C003;P007;2
V03208;2023-08-17;C008;P009;2
V03209;2023-10-10;C003;P007;2
V03210;2022-01-21;C005;P003;5
V03211;2022-12-08;C001;P003;1
V03212;2024-11-20;C001;P004;5
V03213;2024-03-18;C001;P001;5
V03214;2022-01-21;C003;P008;5
V03215;2023-11-01;C001;P001;4
V03216;2022-12-17;C009;P007;1
V03217;2022-08-31;C007;P006;2
V03218;2022-03-06;C001;P010;3
V03219;2022-12-02;C002;P005;3
V03220;2024-03-27;C005;P009;1
V03221;2022-10-13;C007;P001;3
V03222;2024-07-28;C001;P006;2
V03223;2022-03-22;C006;P004;1
V03224;2024-03-23;C002;P002;1
V03225;2024-03-30;C010;P007;5
V03226;2023-08-17;C001;P001;1
V03227;2022-05-06;C009;P003;4
V03228;2022-02-07;C006;P003;4
V03229;2023-01-02;C005;P008;1
V03230;2023-07-09;C004;P005;5
V03231;2024-12-30;C003;P004;2
V03232;2023-06-02;C008;P004;2
V03233;2024-01-05;C002;P001;3
V03234;2024-12-01;C007;P004;2
V03235;2022-08-02;C004;P008;2
V03236;2023-03-30;C001;P003;4
V03237;2022-01-02;C004;P008;4
V03238;2023-01-25;C004;P002;2
V03239;2022-03-26;C006;P009;4
V03240;2023-11-07;C007;P007;4
V03241;2024-09-15;C004;P003;3
V03242;2023-09-17;C007;P005;3
V03243;2023-05-01;C010;P005;3
V03244;2024-08-28;C004;P008;4
V03245;2023-06-21;C001;P006;4
V03246;2022-08-06;C002;P007;1
V03247;2023-12-13;C001;P004;4
V03248;2024-05-01;C001;P002;2
V03249;2023-04-30;C001;P002;4
V03250;2022-01-30;C010;P003;3
V03251;2022-11-02;C001;P002;4
V03252;2024-07-04;C009;P004;2
V03253;2024-01-29;C010;P009;3
V03254;2022-01-27;C010;P001;3
V03255;2022-04-07;C004;P008;3
V03256;2022-01-02;C002;P009;5
V03257;2023-03-12;C009;P003;1
V03258;2022-04-05;C008;P009;3
V03259;2023-12-08;C009;P008;4
V03260;2024-03-10;C002;P009;1
V03261;2024-04-05;C001;P001;2
V03262;2022-07-28;C005;P007;4
V03263;2023-12-30;C009;P007;4
V03264;2023-02-21;C001;P002;4
V03265;2022-02-05;C003;P006;1
V03266;2024-01-03;C009;P005;3
V03267;2024-03-04;C004;P006;2
V03268;2023-08-23;C006;P010;5
V03269;2022-07-18;C005;P009;2
V03270;2023-06-19;C002;P006;5
V03271;2023-01-28;C006;P009;2
V03272;2024-06-16;C009;P007;5
V03273;2023-08-26;C010;P007;3
V03274;2024-06-03;C003;P004;2
V03275;2024-07-08;C010;P006;4
V03276;2022-04-17;C001;P007;1
V03277;2024-10-26;C010;P006;2
V03278;2024-09-09;C004;P005;1
V03279;2022-02-09;C001;P002;3
V03280;2022-08-31;C005;P009;1
V03281;2024-12-23;C004;P001;1
V03282;2024-08-24;C008;P003;2
V03283;2022-11-28;C007;P009;3
V03284;2024-04-28;C007;P009;2
V03285;2022-03-13;C002;P003;2
V03286;2022-03-05;C004;P006;5
V03287;2022-08-20;C007;P003;1
V03288;2023-02-22;C007;P002;4
V03289;2024-05-25;C003;P003;2
V03290;2024-02-02;C009;P009;4
V03291;2022-09-09;C001;P009;5
V03292;2022-04-08;C009;P007;5
V03293;2023-04-18;C002;P007;5
V03294;2023-07-10;C003;P010;3
V03295;2023-08-29;C003;P001;5
V03296;2023-09-13;C007;P006;2
V03297;2023-06-01;C009;P010;3
V03298;2022-09-27;C002;P005;4
V03299;2022-03-30;C006;P007;4
V03300;2024-03-16;C010;P010;2
V03301;2024-09-18;C005;P010;2
V03302;2023-07-16;C008;P009;5
V03303;2023-12-04;C005;P005;1
V03304;2024-05-14;C008;P003;2
V03305;2024-03-31;C001;P009;5
V03306;2024-02-06;C006;P009;5
V03307;2022-12-04;C004;P003;1
V03308;2023-09-09;C002;P009;2
V03309;2022-03-21;C002;P005;4
V03310;2024-02-13;C001;P008;1
V03311;2022-10-18;C006;P001;5
V03312;2022-09-16;C009;P006;1
V03313;2022-08-28;C004;P003;2
V03314;2023-10-25;C004;P001;4
V03315;2023-12-06;C001;P004;3
V03316;2024-06-12;C010;P002;5
V03317;2024-09-05;C007;P004;2
V03318;2022-10-08;C008;P003;5
V03319;2023-10-08;C004;P010;3
V03320;2024-05-21;C010;P009;3
V03321;2023-01-01;C008;P009;4
V03322;2023-01-13;C010;P008;1
V03323;2023-01-06;C009;P002;3
V03324;2022-09-13;C005;P003;2
V03325;2022-01-17;C003;P004;1
V03326;2023-11-11;C002;P003;1
V03327;2023-04-29;C009;P001;4
V03328;2023-03-18;C010;P004;2
V03329;2023-08-27;C002;P007;2
V03330;2024-06-19;C005;P007;1
V03331;2022-03-02;C003;P009;4
V03332;2023-06-14;C007;P007;3
V03333;2024-10-18;C010;P005;5
V03334;2023-09-22;C004;P003;1
V03335;2024-09-10;C008;P008;1
V03336;2024-03-07;C007;P008;1
V03337;2023-09-14;C006;P009;3
V03338;2023-08-14;C001;P007;3
V03339;2023-10-29;C002;P003;2
V03340;2024-02-02;C007;P007;4
V03341;2023-04-02;C008;P009;3
V03342;2024-06-14;C007;P006;2
V03343;2023-10-31;C008;P003;4
V03344;2022-12-16;C002;P008;3
V03345;2022-07-17;C009;P003;3
V03346;2023-04-20;C008;P009;3
V03347;2024-12-30;C008;P008;2
V03348;2023-04-07;C007;P007;2
V03349;2023-10-03;C003;P001;5
V03350;2022-01-13;C009;P004;4
V03351;2024-09-28;C009;P003;5
V03352;2022-06-17;C004;P001;1
V03353;2022-10-08;C007;P009;3
V03354;2023-08-12;C004;P008;2
V03355;2023-11-14;C007;P008;2
V03356;2023-12-14;C009;P009;1
V03357;2023-03-23;C009;P004;1
V03358;2022-07-28;C006;P005;4
V03359;2022-12-07;C001;P008;2
V03360;2022-04-26;C002;P002;2
V03361;2022-01-07;C007;P001;4
V03362;2023-05-26;C003;P007;4
V03363;2024-03-18;C008;P003;5
V03364;2022-09-19;C007;P009;2
V03365;2023-01-14;C003;P004;3
V03366;2022-07-07;C010;P004;2
V03367;2022-05-20;C003;P005;4
V03368;2024-08-25;C003;P006;5
V03369;2023-05-01;C007;P006;1
V03370;2022-10-21;C007;P008;5
V03371;2024-08-06;C007;P004;4
V03372;2024-10-10;C008;P006;5
V03373;2022-11-18;C009;P007;3
V03374;2024-05-21;C009;P003;4
V03375;2023-07-09;C001;P004;1
V03376;2023-05-20;C010;P003;1
V03377;2023-12-11;C004;P008;5
V03378;2023-10-20;C008;P008;2
V03379;2023-10-20;C007;P001;2
V03380;2023-10-28;C002;P001;5
V03381;2022-12-17;C007;P005;3
V03382;2023-01-06;C006;P006;2
V03383;2023-09-18;C003;P004;1
V03384;2022-12-15;C003;P006;1
V03385;2023-12-11;C009;P009;1
V03386;2022-10-14;C010;P006;5
V03387;2023-10-03;C009;P010;1
V03388;2022-07-27;C010;P008;1
V03389;2024-04-11;C001;P004;4
V03390;2022-08-25;C008;P001;2
V03391;2024-10-25;C005;P003;2
V03392;2023-11-03;C010;P008;3
V03393;2024-09-28;C010;P004;5
V03394;2024-01-25;C004;P003;4
V03395;2022-06-22;C006;P003;4
V03396;2024-07-07;C010;P009;4
V03397;2022-05-17;C009;P006;3
V03398;2022-04-23;C002;P008;3
V03399;2023-11-20;C003;P001;4
V03400;2022-04-17;C006;P005;3
V03401;2024-12-19;C006;P003;5
V03402;2022-04-07;C010;P005;4
V03403;2024-01-14;C008;P001;1
V03404;2023-09-24;C008;P003;4
V03405;2022-07-09;C008;P006;2
V03406;2023-06-14;C003;P006;5
V03407;2024-07-06;C007;P006;3
V03408;2024-07-19;C006;P005;4
V03409;2023-09-22;C010;P007;1
V03410;2023-07-06;C008;P009;2
V03411;2024-08-23;C007;P010;3
V03412;2023-04-17;C005;P004;3
V03413;2024-01-20;C001;P010;4
V03414;2023-03-16;C009;P008;2
V03415;2024-01-01;C004;P008;2
V03416;2022-10-17;C009;P001;2
V03417;2023-09-02;C006;P005;3
V03418;2024-06-16;C009;P002;4
V03419;2024-12-19;C001;P002;3
V03420;2023-08-29;C006;P007;4
V03421;2022-08-18;C001;P008;5
V03422;2024-08-02;C002;P009;3
V03423;2022-09-01;C005;P009;1
V03424;2023-12-31;C002;P002;3
V03425;2023-09-07;C008;P006;3
V03426;2024-07-29;C002;P010;4
V03427;2023-02-13;C007;P007;2
V03428;2023-06-17;C006;P005;3
V03429;2023-08-16;C008;P007;1
V03430;2023-02-21;C009;P008;4
V03431;2022-03-17;C010;P004;3
V03432;2023-11-14;C004;P009;4
V03433;2023-04-19;C010;P007;2
V03434;2024-09-27;C002;P006;3
V03435;2024-11-11;C003;P007;1
V03436;2024-12-30;C010;P010;5
V03437;2022-03-04;C006;P001;3
V03438;2023-04-01;C007;P005;1
V03439;2023-02-04;C006;P005;4
V03440;2022-09-13;C002;P009;4
V03441;2024-12-21;C009;P005;5
V03442;2023-03-22;C009;P007;4
V03443;2024-05-12;C008;P008;3
V03444;2022-06-20;C002;P004;5
V03445;2022-05-21;C002;P004;3
V03446;2023-02-16;C005;P003;5
V03447;2023-05-06;C009;P003;4
V03448;2024-12-03;C007;P010;3
V03449;2023-01-09;C001;P002;4
V03450;2024-05-24;C001;P003;1
V03451;2022-03-18;C006;P005;1
V03452;2024-11-16;C001;P009;2
V03453;2024-08-29;C001;P010;2
V03454;2024-11-02;C010;P006;4
V03455;2024-12-31;C003;P006;3
V03456;2022-12-25;C005;P009;2
V03457;2022-05-20;C005;P008;2
V03458;2023-12-24;C010;P008;5
V03459;2022-12-23;C003;P001;4
V03460;2024-09-09;C009;P001;3
V03461;2024-08-31;C008;P007;5
V03462;2023-02-07;C009;P003;3
V03463;2022-01-20;C008;P004;2
V03464;2023-08-08;C006;P010;1
V03465;2024-06-09;C008;P005;1
V03466;2023-01-12;C001;P006;5
V03467;2023-10-10;C004;P010;2
V03468;2022-05-09;C001;P010;2
V03469;2023-10-04;C003;P005;2
V03470;2023-01-07;C010;P003;3
V03471;2022-09-08;C004;P007;1
V03472;2024-06-30;C001;P005;3
V03473;2023-09-19;C002;P001;3
V03474;2024-04-16;C002;P008;3
V03475;2023-11-01;C003;P007;4
V03476;2023-03-12;C006;P001;5
V03477;2023-11-02;C001;P009;3
V03478;2023-04-09;C002;P010;2
V03479;2024-09-15;C009;P006;4
V03480;2024-11-14;C007;P004;2
V03481;2022-04-13;C001;P001;2
V03482;2022-07-27;C008;P002;4
V03483;2024-11-14;C005;P003;4
V03484;2022-08-08;C003;P001;4
V03485;2023-12-31;C010;P004;1
V03486;2024-05-20;C001;P004;3
V03487;2024-09-06;C007;P010;1
V03488;2023-01-21;C010;P009;3
V03489;2023-08-23;C006;P001;2
V03490;2023-07-26;C003;P002;4
V03491;2024-02-21;C003;P004;3
V03492;2024-10-13;C003;P009;2
V03493;2022-06-29;C004;P008;1
V03494;2024-09-08;C004;P002;2
V03495;2024-06-25;C007;P007;5
V03496;2024-02-15;C010;P003;4
V03497;2022-11-29;C004;P009;1
V03498;2024-03-25;C002;P004;5
V03499;2022-05-14;C009;P004;1
V03500;2023-09-28;C001;P006;2
V03501;2023-04-05;C007;P007;4
V03502;2023-03-06;C003;P009;2
V03503;2024-03-22;C001;P010;2
V03504;2022-10-07;C001;P001;5
V03505;2023-06-11;C008;P006;5
V03506;2024-02-10;C004;P009;2
V03507;2024-05-30;C001;P002;1
V03508;2023-06-21;C003;P001;1
V03509;2023-12-01;C005;P009;5
V03510;2022-04-18;C003;P001;2
V03511;2022-03-01;C007;P002;3
V03512;2022-03-17;C007;P006;2
V03513;2022-08-18;C003;P004;3
V03514;2022-04-09;C005;P004;2
V03515;2024-12-26;C010;P008;5
V03516;2023-11-28;C008;P005;2
V03517;2024-09-09;C006;P004;2
V03518;2023-04-12;C004;P006;5
V03519;2022-02-04;C008;P007;3
V03520;2024-12-24;C005;P008;1
V03521;2023-04-25;C001;P001;1
V03522;2023-11-29;C006;P003;3
V03523;2022-12-02;C008;P008;5
V03524;2022-07-14;C002;P008;4
V03525;2022-06-24;C005;P003;2
V03526;2024-04-18;C005;P009;5
V03527;2024-12-05;C007;P008;3
V03528;2023-08-18;C010;P002;1
V03529;2023-08-12;C006;P006;4
V03530;2022-12-15;C007;P007;4
V03531;2023-08-27;C008;P006;5
V03532;2024-03-09;C005;P010;3
V03533;2023-07-22;C001;P007;2
V03534;2024-11-19;C007;P010;5
V03535;2024-11-24;C009;P006;1
V03536;2023-09-02;C008;P008;5
V03537;2024-07-26;C004;P010;4
V03538;2024-01-30;C006;P005;5
V03539;2024-06-16;C005;P006;2
V03540;2022-12-16;C005;P008;3
V03541;2024-01-30;C006;P006;4
V03542;2024-10-01;C004;P010;4
V03543;2023-11-04;C005;P006;4
V03544;2023-12-15;C006;P010;5
V03545;2024-11-30;C002;P010;1
V03546;2022-09-16;C005;P006;1
V03547;2024-11-27;C007;P006;4
V03548;2022-08-16;C007;P001;5
V03549;2022-04-16;C009;P006;2
V03550;2023-01-02;C009;P006;3
V03551;2022-10-21;C007;P004;3
V03552;2022-05-27;C006;P007;4
V03553;2024-06-22;C009;P003;4
V03554;2024-08-05;C004;P010;4
V03555;2022-06-01;C005;P002;4
V03556;2022-10-09;C009;P008;5
V03557;2023-09-05;C004;P002;3
V03558;2024-12-19;C005;P005;5
V03559;2023-01-20;C009;P009;2
V03560;2024-07-14;C004;P006;4
V03561;2022-06-17;C006;P005;1
V03562;2024-08-04;C009;P002;5
V03563;2022-01-30;C007;P009;3
V03564;2023-11-04;C003;P004;2
V03565;2024-12-19;C007;P010;5
V03566;2023-09-05;C008;P006;4
V03567;2023-06-22;C004;P003;5
V03568;2023-11-05;C007;P006;2
V03569;2022-07-22;C007;P003;3
V03570;2023-06-29;C005;P006;1
V03571;2023-02-27;C009;P003;5
V03572;2024-05-21;C006;P001;3
V03573;2024-10-13;C004;P008;3
V03574;2022-11-24;C003;P009;5
V03575;2024-12-07;C001;P009;2
V03576;2024-03-12;C008;P003;3
V03577;2024-12-07;C008;P002;4
V03578;2022-08-03;C006;P007;2
V03579;2022-06-19;C009;P006;5
V03580;2023-01-09;C008;P002;4
V03581;2023-03-22;C001;P002;2
V03582;2022-03-02;C009;P010;4
V03583;2023-03-06;C010;P003;4
V03584;2024-12-17;C005;P002;5
V03585;2024-10-26;C004;P005;2
V03586;2023-12-01;C003;P006;2
V03587;2024-06-08;C007;P008;2
V03588;2022-08-22;C010;P005;3
V03589;2022-06-17;C009;P005;4
V03590;2023-05-19;C004;P006;2
V03591;2024-10-03;C005;P003;4
V03592;2022-06-13;C005;P001;2
V03593;2023-07-18;C004;P004;3
V03594;2023-11-21;C007;P001;4
V03595;2022-01-24;C010;P003;5
V03596;2022-02-16;C006;P008;5
V03597;2022-12-08;C009;P007;2
V03598;2022-08-04;C001;P010;4
V03599;2024-06-30;C006;P005;1
V03600;2024-08-16;C001;P008;3
V03601;2022-04-07;C005;P004;4
V03602;2024-01-29;C006;P001;2
V03603;2023-10-09;C001;P009;2
V03604;2022-10-30;C006;P009;2
V03605;2024-05-20;C001;P003;3
V03606;2024-05-16;C010;P005;3
V03607;2023-03-02;C003;P001;4
V03608;2023-03-29;C009;P004;4
V03609;2024-02-05;C005;P006;4
V03610;2022-07-03;C007;P004;1
V03611;2023-10-04;C008;P003;1
V03612;2024-10-30;C003;P002;3
V03613;2022-02-12;C001;P003;1
V03614;2024-08-09;C001;P005;3
V03615;2022-01-25;C008;P005;5
V03616;2023-10-15;C004;P001;4
V03617;2023-02-04;C005;P003;1
V03618;2022-09-17;C003;P010;5
V03619;2024-03-19;C010;P004;1
V03620;2022-02-10;C004;P007;4
V03621;2022-09-06;C010;P004;5
V03622;2022-09-07;C001;P005;4
V03623;2023-05-09;C008;P001;2
V03624;2022-06-13;C008;P010;5
V03625;2022-01-22;C004;P005;5
V03626;2023-05-25;C008;P002;4
V03627;2024-12-26;C003;P003;5
V03628;2022-09-15;C010;P002;5
V03629;2024-08-29;C006;P009;4
V03630;2023-09-22;C005;P001;5
V03631;2022-10-03;C006;P006;2
V03632;2023-10-08;C001;P003;3
V03633;2023-12-17;C004;P006;3
V03634;2022-09-06;C009;P008;5
V03635;2023-05-14;C001;P010;3
V03636;2024-05-23;C002;P006;1
V03637;2022-03-28;C007;P010;2
V03638;2022-05-01;C003;P010;5
V03639;2024-12-23;C006;P001;3
V03640;2023-11-03;C009;P001;1
V03641;2024-12-31;C006;P005;5
V03642;2022-07-26;C002;P008;4
V03643;2024-10-25;C006;P010;5
V03644;2022-09-09;C001;P005;3
V03645;2022-03-29;C003;P002;4
V03646;2023-08-04;C001;P003;1
V03647;2023-11-03;C005;P004;2
V03648;2022-05-05;C006;P003;3
V03649;2022-10-05;C001;P006;3
V03650;2023-09-06;C003;P005;1
V03651;2023-03-11;C009;P007;5
V03652;2024-08-02;C002;P001;5
V03653;2023-02-28;C005;P002;2
V03654;2024-03-31;C004;P009;2
V03655;2022-05-23;C006;P010;1
V03656;2023-12-04;C004;P002;5
V03657;2024-12-23;C002;P002;2
V03658;2024-10-13;C003;P004;5
V03659;2023-02-26;C008;P005;1
V03660;2024-02-16;C010;P004;1
V03661;2024-04-03;C005;P005;4
V03662;2022-10-14;C004;P009;5
V03663;2024-06-19;C004;P006;2
V03664;2022-06-11;C008;P008;3
V03665;2023-03-21;C010;P002;4
V03666;2023-12-16;C006;P004;4
V03667;2024-11-09;C004;P004;5
V03668;2024-04-01;C002;P010;1
V03669;2023-05-18;C002;P010;2
V03670;2023-03-05;C002;P007;2
V03671;2023-12-25;C003;P003;4
V03672;2023-05-11;C004;P008;4
V03673;2022-05-04;C006;P007;5
V03674;2022-01-15;C010;P009;2
V03675;2023-11-15;C001;P007;5
V03676;2023-10-21;C005;P002;5
V03677;2024-05-31;C003;P003;1
V03678;2022-07-05;C007;P008;1
V03679;2024-01-22;C006;P004;2
V03680;2023-08-21;C003;P005;2
V03681;2024-07-11;C008;P003;1
V03682;2023-05-20;C005;P002;1
V03683;2022-06-26;C003;P002;4
V03684;2023-11-16;C009;P003;2
V03685;2024-03-01;C007;P001;1
V03686;2024-02-09;C007;P003;5
V03687;2023-05-06;C003;P010;3
V03688;2024-09-25;C006;P002;2
V03689;2023-01-16;C002;P004;1
V03690;2024-01-02;C001;P009;1
V03691;2023-12-12;C009;P002;2
V03692;2022-08-25;C006;P004;2
V03693;2022-07-27;C008;P001;5
V03694;2024-02-17;C004;P002;1
V03695;2023-08-18;C009;P005;3
V03696;2023-05-20;C004;P010;2
V03697;2024-03-15;C009;P005;2
V03698;2022-03-29;C006;P009;1
V03699;2022-10-02;C006;P001;2
V03700;2024-11-06;C005;P003;2
V03701;2023-05-07;C006;P010;4
V03702;2024-08-23;C002;P009;2
V03703;2024-09-22;C005;P010;1
V03704;2023-01-08;C007;P001;3
V03705;2024-07-24;C001;P009;1
V03706;2022-02-27;C010;P009;5
V03707;2022-11-21;C002;P009;5
V03708;2024-05-13;C010;P002;2
V03709;2024-02-14;C004;P010;1
V03710;2024-04-19;C006;P007;2
V03711;2022-01-10;C002;P007;4
V03712;2023-12-04;C002;P005;1
V03713;2023-05-26;C008;P006;2
V03714;2023-08-28;C005;P003;2
V03715;2022-12-29;C006;P004;1
V03716;2024-12-03;C006;P002;5
V03717;2022-06-18;C006;P010;5
V03718;2024-02-13;C004;P002;4
V03719;2023-06-07;C008;P010;4
V03720;2023-06-10;C001;P010;2
V03721;2022-05-21;C007;P001;1
V03722;2024-04-24;C003;P009;1
V03723;2022-06-06;C008;P003;2
V03724;2022-03-13;C003;P002;5
V03725;2022-08-03;C009;P004;3
V03726;2024-08-03;C002;P004;5
V03727;2023-10-25;C007;P006;1
V03728;2023-02-24;C008;P007;2
V03729;2023-11-17;C004;P009;1
V03730;2023-09-06;C004;P004;4
V03731;2024-04-18;C008;P002;4
V03732;2023-06-28;C005;P008;3
V03733;2022-03-29;C007;P003;4
V03734;2024-02-04;C002;P004;5
V03735;2022-09-12;C003;P007;1
